day,vs,inn,pitcher,batter,P,result,before,after,LEV,REa,WPs,WPe,WPa
2021-05-13,삼성,9말,오승환,조용호,1-2,몸에 맞는 볼,"1사 1,3루 4:0",1사 만루 4:0,1.27,0.407,4.7,10.6,0.059
2021-05-14,롯데,1초,노경은,조용호,2-0,우익수 안타,무사  0:0,무사 1루 0:0,0.87,0.398,50.0,46.5,0.036
2021-05-14,롯데,2초,노경은,조용호,1-2,포수 번트안타,[실책포함],무사 2루 3:0,무사 2루 4:0,0.71,1.000,18.1,12.6
2021-05-14,롯데,4초,노경은,조용호,2-2,중견수 안타,무사  5:0,무사 1루 5:0,0.24,0.398,7.6,6.7,0.009
2021-05-14,롯데,6초,김유영,조용호,0-0,좌익수 안타,무사  6:1,무사 1루 6:1,0.15,0.398,4.5,4.0,0.006
2021-05-14,롯데,7초,김건국,조용호,1-3,볼넷,"무사 1,2루 8:1",무사 만루 8:1,0.05,0.844,0.5,0.3,0.002
2021-05-15,롯데,1초,나균안,조용호,1-2,중견수 뜬공,무사  0:0,1사  0:0,0.87,-0.258,50.0,52.2,-0.022
2021-05-15,롯데,3초,나균안,조용호,2-0,좌익수 안타,2사  0:0,2사 1루 0:0,0.46,0.134,54.3,52.9,0.014
2021-05-15,롯데,5초,나균안,조용호,1-3,중견수 뜬공,2사 1루 0:3,이닝종료 0:3,0.74,-0.251,86.6,88.7,-0.021
2021-05-15,롯데,7초,김대우,조용호,1-2,2루수 땅볼,2사 2루 2:4,이닝종료 2:4,1.49,-0.344,84.7,89.0,-0.043
2021-05-15,롯데,9초,서준원,조용호,2-2,3루수 땅볼,무사  5:4,1사  5:4,0.66,-0.258,16.2,17.9,-0.017
2021-05-18,두산,1말,로켓,조용호,1-1,1루수 땅볼,무사  0:0,1사  0:0,0.87,-0.258,54.8,52.6,-0.022
2021-05-18,두산,3말,로켓,조용호,0-0,좌익수 안타,무사 2루 0:0,"무사 1,3루 0:0",1.35,0.715,62.3,69.4,0.071
2021-05-18,두산,5말,로켓,조용호,2-1,조용호/12943 : 삼진 아웃,1사 2루 0:1,2사 2루 0:1,1.18,-0.381,72.9,69.6,-0.033
2021-05-18,두산,7말,이승진,조용호,2-3,유격수 땅볼,2사  0:1,이닝종료 0:1,0.39,-0.117,75.8,74.8,-0.010
2021-05-21,한화,1초,김민우,조용호,2-3,중견수 뜬공,무사  0:0,1사  0:0,0.87,-0.258,50.0,52.2,-0.022
2021-05-21,한화,4초,김민우,조용호,0-0,투수 번트 아웃,무사  0:1,1사  0:1,1.14,-0.258,62.5,65.4,-0.029
2021-05-22,한화,8초,윤대경,조용호,2-0,조용호/12943 : 삼진 아웃,2사  0:5,이닝종료 0:5,0.06,-0.117,99.4,99.5,-0.002
2021-05-23,한화,1초,이승관,조용호,2-3,볼넷,무사  0:0,무사 1루 0:0,0.87,0.398,50.0,46.5,0.036
2021-05-23,한화,1초,배동현,조용호,2-2,조용호/12943 : 삼진 아웃,2사 2루 6:0,이닝종료 6:0,0.30,-0.344,8.5,9.3,-0.009
2021-05-23,한화,4초,배동현,조용호,1-3,볼넷,1사  6:0,1사 1루 6:0,0.10,0.276,5.1,4.7,0.004
2021-05-23,한화,6초,정인욱,조용호,0-3,볼넷,1사  7:0,1사 1루 7:0,0.04,0.276,1.5,1.4,0.001
2021-05-23,한화,7초,주현상,조용호,2-3,볼넷,2사 2루 8:0,"2사 1,2루 8:0",0.02,0.122,0.4,0.4,0.000
2021-05-26,SSG,1말,폰트,조용호,2-3,볼넷,무사  0:0,무사 1루 0:0,0.87,0.398,54.8,58.3,0.035
2021-05-26,SSG,3말,폰트,조용호,2-2,2루수 땅볼,1사  1:1,2사  1:1,0.72,-0.180,53.0,51.2,-0.018
2021-05-26,SSG,6말,폰트,조용호,2-2,중견수 안타,무사 1루 1:1,"무사 1,2루 1:1",2.07,0.620,62.6,70.0,0.074
2021-05-26,SSG,7말,최민준,조용호,2-3,중견수 안타,"2사 1,2루 1:2","2사 1,3루 1:3",1.42,1.072,78.5,89.0,0.105
2021-05-26,SSG,9말,서진용,조용호,1-1,좌익수 뜬공,1사  5:5,2사  5:5,1.80,-0.180,58.0,53.5,-0.045
2021-05-26,SSG,11말,조영우,조용호,0-0,포수 번트 아웃,무사 1루 5:5,2사  5:5,3.19,-0.836,71.1,53.5,-0.176
2021-05-27,SSG,7말,장지훈,조용호,2-0,우익수 안타,무사  4:3,무사 1루 4:3,1.91,0.398,36.0,43.7,0.077
2021-05-27,SSG,8말,최민준,조용호,1-1,좌익수 2루타,2사 2루 5:4,2사 2루 5:5,3.49,1.000,26.1,58.0,0.319
2021-05-28,KIA,1초,임기영,조용호,2-0,조용호/12943 : 삼진 아웃,무사  0:0,1사  0:0,0.87,-0.258,50.0,52.2,-0.022
2021-05-28,KIA,3초,임기영,조용호,2-1,2루수 땅볼,2사  0:2,이닝종료 0:2,0.42,-0.117,75.7,76.8,-0.011
2021-05-28,KIA,5초,임기영,조용호,2-1,2루수 땅볼,2사 3루 0:2,이닝종료 0:2,1.52,-0.387,77.3,81.5,-0.042
2021-05-28,KIA,8초,장현식,조용호,2-3,볼넷,무사  1:2,무사 1루 1:2,2.16,0.398,74.8,66.1,0.087
2021-05-28,KIA,9초,박진태,조용호,2-2,좌익수 뜬공,1사  6:6,2사  6:6,1.80,-0.180,55.9,60.4,-0.045
2021-05-29,KIA,1초,김유신,조용호,2-3,볼넷,무사  0:0,무사 1루 0:0,0.87,0.398,50.0,46.5,0.036
2021-05-29,KIA,2초,김유신,조용호,1-1,우익수 안타,2사 2루 2:0,2사 1루 3:0,0.92,0.907,31.1,23.4,0.077
2021-05-29,KIA,5초,장민기,조용호,1-3,볼넷,무사  3:4,무사 1루 3:4,1.27,0.398,64.1,58.9,0.052
2021-05-29,KIA,7초,윤중현,조용호,2-3,볼넷,2사  3:4,2사 1루 3:4,0.80,0.134,77.0,74.6,0.025
2021-05-29,KIA,8초,정해영,조용호,0-1,우익수 안타,2사 2루 6:5,2사 1루 7:5,1.32,0.907,26.6,14.9,0.118
2021-05-30,KIA,1초,이민우,조용호,2-1,2루수 땅볼,무사  0:0,1사  0:0,0.87,-0.258,50.0,52.2,-0.022
2021-05-30,KIA,3초,이민우,조용호,2-1,2루수 땅볼,무사  2:0,1사  2:0,0.69,-0.258,28.5,30.2,-0.018
2021-05-30,KIA,5초,이민우,조용호,1-3,1루수 땅볼,2사  2:0,이닝종료 2:0,0.34,-0.117,27.5,28.4,-0.009
2021-05-30,KIA,8초,장현식,조용호,0-0,중견수 뜬공,무사  3:3,1사  3:3,1.85,-0.258,50.0,54.7,-0.047
2021-06-01,LG,1초,이상영,조용호,1-1,우익수 2루타,무사  0:0,무사 2루 0:0,0.87,0.634,50.0,44.1,0.059
2021-06-01,LG,2초,이상영,조용호,1-2,좌익수 뜬공,"1사 1,2루 3:1","2사 1,2루 3:1",1.47,-0.505,27.1,30.4,-0.034
2021-06-01,LG,4초,이상영,조용호,0-1,우익수 안타,2사 1루 3:1,"2사 1,3루 3:1",0.66,0.287,28.8,26.7,0.021
2021-06-01,LG,7초,이우찬,조용호,0-0,좌익수 안타,무사  3:1,무사 1루 3:1,0.60,0.398,18.1,15.8,0.023
2021-06-01,LG,8초,진해수,조용호,2-1,조용호/12943 : 삼진 아웃,무사  8:1,1사  8:1,0.02,-0.258,0.4,0.4,-0.000
2021-06-02,LG,1초,정찬헌,조용호,1-2,1루수 땅볼,무사  0:0,1사  0:0,0.87,-0.258,50.0,52.2,-0.022
2021-06-02,LG,3초,정찬헌,조용호,0-1,우익수 2루타,무사 2루 1:3,무사 2루 2:3,1.43,1.000,65.1,54.4,0.107
2021-06-02,LG,5초,이정용,조용호,2-3,볼넷,무사  5:3,무사 1루 5:3,0.69,0.398,24.5,21.8,0.027
2021-06-02,LG,7초,김대유,조용호,1-0,2루수 내야안타,2사 2루 5:5,"2사 1,3루 5:5",2.19,0.194,52.6,49.9,0.026
2021-06-04,롯데,1말,박세웅,조용호,2-3,2루수 땅볼,무사  1:0,1사  1:0,0.92,-0.258,44.5,42.2,-0.024
2021-06-04,롯데,3말,박세웅,조용호,2-2,2루수 땅볼,1사  2:0,2사  2:0,0.73,-0.180,29.7,27.9,-0.018
2021-06-04,롯데,6말,박세웅,조용호,1-0,2루수 땅볼,무사  10:0,1사  10:0,0.03,-0.258,0.2,0.2,-0.001
2021-06-05,롯데,1말,노경은,조용호,2-3,볼넷,무사  0:0,무사 1루 0:0,0.87,0.398,54.8,58.3,0.035
2021-06-05,롯데,3말,노경은,조용호,2-2,좌익수 안타,무사  0:1,무사 1루 0:1,0.80,0.398,67.1,70.3,0.032
2021-06-05,롯데,4말,김진욱,조용호,2-2,조용호/12943 : 삼진 아웃,2사 2루 0:3,이닝종료 0:3,0.58,-0.344,85.7,84.0,-0.016
2021-06-05,롯데,6말,진명호,조용호,0-0,유격수 땅볼,2사 2루 0:3,이닝종료 0:3,0.43,-0.344,90.9,89.7,-0.012
2021-06-05,롯데,8말,한승혁,조용호,2-1,조용호/12943 : 삼진 아웃,무사  0:8,1사  0:8,0.00,-0.258,100.0,100.0,0.000
2021-06-06,롯데,1말,나균안,조용호,2-2,조용호/12943 : 삼진 아웃,무사  0:0,1사  0:0,0.87,-0.258,54.8,52.6,-0.022
2021-06-06,롯데,2말,나균안,조용호,2-0,좌익수 뜬공,2사 1루 0:3,이닝종료 0:3,0.44,-0.251,81.1,79.9,-0.012
2021-06-06,롯데,4말,최영환,조용호,0-0,우익수 뜬공,"1사 1,2루 0:5","2사 1,2루 0:5",0.34,-0.505,95.5,94.7,-0.008
2021-06-06,롯데,6말,송재영,조용호,2-1,2루수 땅볼,2사 1루 2:5,이닝종료 2:5,0.29,-0.251,90.5,89.7,-0.008
2021-06-06,롯데,8말,김도규,조용호,2-3,좌익수 뜬공,무사 1루 2:7,1사 1루 2:7,0.03,-0.380,99.6,99.5,-0.001
2021-06-06,롯데,10말,김원중,조용호,2-1,2루수 땅볼,1사 1루 8:7,2사 1루 8:7,4.68,-0.322,20.9,9.8,-0.111
2021-06-08,SSG,8초,장지훈,조용호,2-2,2루수 땅볼,2사 2루 3:0,이닝종료 3:0,0.38,-0.344,7.3,8.4,-0.011
2021-06-09,SSG,1초,이건욱,조용호,1-2,좌익수 2루타,무사  0:0,무사 2루 0:0,0.87,0.634,50.0,44.1,0.059
2021-06-09,SSG,2초,장지훈,조용호,0-1,좌익수 뜬공,"1사 1,2루 3:0","2사 1,2루 3:0",1.14,-0.505,19.6,22.2,-0.026
2021-06-09,SSG,4초,김택형,조용호,0-0,중견수 안타,1사 1루 5:3,"1사 1,2루 5:3",0.92,0.398,26.6,23.9,0.027
2021-06-09,SSG,5초,김택형,조용호,0-1,2루수 땅볼,2사 만루 7:3,이닝종료 7:3,0.97,-0.815,9.4,11.8,-0.024
2021-06-09,SSG,8초,서동민,조용호,2-3,중견수 뜬공,1사  7:3,2사  7:3,0.10,-0.180,3.8,4.1,-0.003
2021-06-11,한화,1말,김기중,조용호,2-3,볼넷,무사  0:0,무사 1루 0:0,0.87,0.398,54.8,58.3,0.035
2021-06-11,한화,2말,김기중,조용호,2-3,우익수 2루타,"1사 2,3루 0:2",1사 2루 0:4,1.04,1.258,81.0,88.8,0.078
2021-06-11,한화,4말,김기중,조용호,2-2,조용호/12943 : 2루수 직선타 아웃,1사 2루 0:4,2사 2루 0:4,0.37,-0.381,92.1,91.1,-0.010
2021-06-11,한화,7말,윤호솔,조용호,1-1,투수 번트안타,1사  5:4,1사 1루 5:4,1.41,0.276,31.1,36.5,0.054
2021-06-11,한화,9말,정우람,조용호,2-3,2루수 땅볼,2사  5:5,이닝종료 5:5,1.38,-0.117,53.5,50.0,-0.035
2021-06-12,한화,1말,장시환,조용호,2-0,조용호/12943 : 삼진 아웃,무사  0:0,1사  0:0,0.87,-0.258,54.8,52.6,-0.022
2021-06-12,한화,2말,장시환,조용호,1-2,2루수 땅볼,[실책포함],"1사 1,2루 0:0",2사 1루 0:1,2.01,0.280,59.0,63.5
2021-06-12,한화,4말,장시환,조용호,0-2,좌익수 뜬공,1사 1루 0:2,2사 1루 0:2,0.80,-0.322,79.0,77.1,-0.019
2021-06-12,한화,6말,김범수,조용호,2-3,조용호/12943 : 삼진 아웃,"1사 2,3루 1:2","2사 2,3루 1:2",1.41,-0.833,82.3,75.0,-0.073
2021-06-12,한화,8말,이충호,조용호,0-3,볼넷,1사  2:5,1사 1루 2:5,0.08,0.276,97.1,97.4,0.003
2021-06-13,한화,1말,김민우,조용호,1-0,조용호/12943 : 유격수 직선타 아웃,무사  0:0,1사  0:0,0.87,-0.258,54.8,52.6,-0.022
2021-06-13,한화,3말,김민우,조용호,0-1,우익수 안타,1사 1루 2:0,"1사 1,2루 2:0",1.39,0.398,32.7,37.1,0.044
2021-06-13,한화,4말,김민우,조용호,2-2,투수 땅볼,2사  2:5,이닝종료 2:5,0.20,-0.117,84.6,84.0,-0.005
2021-06-13,한화,6말,김진영,조용호,1-3,볼넷,2사  3:6,2사 1루 3:6,0.16,0.134,90.1,90.5,0.004
2021-06-16,NC,1초,이재학,조용호,2-2,좌익수 안타,무사  0:0,무사 1루 0:0,0.87,0.398,50.0,46.5,0.036
2021-06-16,NC,2초,이재학,조용호,2-1,좌익수 안타,2사 1루 1:3,"2사 1,2루 1:3",0.80,0.215,72.7,70.7,0.021
2021-06-16,NC,4초,이재학,조용호,0-0,3루수 땅볼,1사 1루 2:3,2사 1루 2:3,1.51,-0.322,62.2,65.8,-0.036
2021-06-16,NC,6초,김진성,조용호,2-2,2루수 땅볼,무사  7:3,1사  7:3,0.26,-0.258,7.9,8.6,-0.007
2021-06-16,NC,8초,박진우,조용호,2-2,1루수 땅볼,무사  7:3,1사  7:3,0.13,-0.258,3.5,3.8,-0.003
2021-06-17,NC,1초,루친스키,조용호,2-3,볼넷,무사  0:0,무사 1루 0:0,0.87,0.398,50.0,46.5,0.036
2021-06-17,NC,3초,루친스키,조용호,2-3,볼넷,1사  1:0,1사 1루 1:0,0.62,0.276,40.8,38.4,0.024
2021-06-17,NC,5초,루친스키,조용호,2-3,좌익수 뜬공,1사 1루 1:0,2사 1루 1:0,1.25,-0.322,35.7,38.7,-0.030
2021-06-17,NC,8초,이용찬,조용호,2-0,유격수 땅볼,무사 1루 1:3,1사 1루 1:3,2.61,-0.380,79.9,85.8,-0.059
2021-06-18,두산,9말,문대원,조용호,2-3,좌익수 뜬공,무사  11:3,1사  11:3,0.02,-0.258,0.1,0.0,-0.001
2021-06-19,두산,1말,곽빈,조용호,2-3,조용호/12943 : 삼진 아웃,무사  0:0,1사  0:0,0.87,-0.258,54.8,52.6,-0.022
2021-06-19,두산,1말,로켓,조용호,2-0,유격수 땅볼,무사  0:0,1사  0:0,0.87,-0.258,54.8,52.6,-0.022
2021-06-19,두산,3말,곽빈,조용호,1-3,볼넷,무사  1:1,무사 1루 1:1,0.99,0.398,55.5,59.5,0.040
2021-06-19,두산,4말,로켓,조용호,2-0,2루수 땅볼,무사  2:0,1사  2:0,1.13,-0.258,30.6,27.7,-0.029
2021-06-19,두산,4말,곽빈,조용호,1-2,2루수 병살타,1사 1루 2:3,이닝종료 2:3,1.11,-0.573,68.9,64.1,-0.049
2021-06-19,두산,6말,이현승,조용호,2-1,좌익수 뜬공,1사 1루 3:4,2사 1루 3:4,1.09,-0.322,74.4,71.8,-0.026
2021-06-19,두산,6말,로켓,조용호,2-3,유격수 땅볼,2사  6:0,이닝종료 6:0,0.09,-0.117,1.8,1.6,-0.002
2021-06-19,두산,8말,박치국,조용호,2-1,조용호/12943 : 삼진 아웃,2사  3:4,이닝종료 3:4,0.29,-0.117,84.5,83.8,-0.007
2021-06-20,두산,1말,김민규,조용호,2-3,볼넷,무사  1:0,무사 1루 1:0,0.92,0.398,44.5,48.3,0.038
2021-06-20,두산,3말,김민규,조용호,1-1,좌익수 뜬공,1사 1루 1:0,2사 1루 1:0,1.43,-0.322,43.7,40.2,-0.035
2021-06-20,두산,5말,김민규,조용호,2-3,조용호/12943 : 삼진 아웃,2사 2루 1:0,이닝종료 1:0,1.77,-0.344,38.8,33.7,-0.050
2021-06-20,두산,7말,홍건희,조용호,2-2,조용호/12943 : 삼진 아웃,"2사 1,2루 1:1",이닝종료 1:1,2.90,-0.466,57.4,50.0,-0.074
2021-06-22,KIA,1말,이의리,조용호,2-0,조용호/12943 : 삼진 아웃,무사  0:0,1사  0:0,0.87,-0.258,54.8,52.6,-0.022
2021-06-22,KIA,4말,이의리,조용호,1-1,유격수 땅볼,무사  1:0,1사  1:0,1.19,-0.258,42.5,39.5,-0.030
2021-06-22,KIA,5말,이의리,조용호,0-1,좌익수 2루타,1사 만루 1:0,1사 2루 1:3,3.81,2.075,55.9,82.8,0.269
2021-06-22,KIA,6말,김재열,조용호,2-1,좌익수 희생플라이,1사 만루 1:4,이닝종료 1:5,0.78,-0.650,94.4,94.3,-0.001
2021-06-23,KIA,1말,임기영,조용호,2-1,조용호/12943 : 삼진 아웃,무사  0:0,1사  0:0,0.87,-0.258,54.8,52.6,-0.022
2021-06-23,KIA,4말,임기영,조용호,2-3,우익수 안타,무사  2:0,무사 1루 2:0,1.13,0.398,30.6,35.4,0.048
2021-06-23,KIA,6말,임기영,조용호,2-2,우익수 뜬공,무사  2:1,1사  2:1,1.57,-0.258,39.2,35.2,-0.040
2021-06-23,KIA,8말,장현식,조용호,1-1,중견수 안타,1사  2:1,1사 1루 2:1,1.85,0.276,24.0,31.0,0.070
2021-06-24,KIA,1말,윤중현,조용호,2-2,2루수 땅볼,무사  0:0,1사  0:0,0.87,-0.258,54.8,52.6,-0.022
2021-06-24,KIA,2말,윤중현,조용호,0-0,2루수 땅볼,"2사 1,3루 0:0",이닝종료 0:0,1.86,-0.538,55.1,50.0,-0.051
2021-06-24,KIA,5말,이승재,조용호,2-1,조용호/12943 : 삼진 아웃,1사  2:0,2사  2:0,0.87,-0.180,25.2,23.1,-0.022
2021-06-24,KIA,6말,박진태,조용호,2-1,투수 땅볼,2사 만루 3:2,이닝종료 3:2,5.08,-0.815,43.3,30.5,-0.128
2021-06-24,KIA,8말,박준표,조용호,1-0,2루수 땅볼,"무사 1,2루 3:3","1사 2,3루 3:3",2.91,-0.106,76.2,77.7,0.015
2021-06-25,한화,1초,장시환,조용호,0-0,3루수 번트 아웃,무사  0:0,1사  0:0,0.87,-0.258,50.0,52.2,-0.022
2021-06-25,한화,3초,장시환,조용호,2-3,볼넷,무사  0:0,무사 1루 0:0,0.99,0.398,50.0,46.0,0.040
2021-06-25,한화,5초,장시환,조용호,2-3,볼넷,무사 3루 1:0,"무사 1,3루 1:0",1.05,0.422,25.8,22.9,0.029
2021-06-26,한화,1초,카펜터,조용호,2-1,조용호/12943 : 삼진 아웃,무사  0:0,1사  0:0,0.87,-0.258,50.0,52.2,-0.022
2021-06-26,한화,3초,카펜터,조용호,0-0,1루수 땅볼,무사 1루 2:2,1사 2루 2:2,1.63,-0.228,46.0,47.9,-0.019
2021-06-26,한화,5초,카펜터,조용호,1-1,중견수 안타,1사 1루 4:2,"1사 1,3루 4:2",0.92,0.670,24.4,19.3,0.051
